,movie_name,director_name,popularity
9374,Trilogy: The Weeping Meadow,Thodoros Angelopoulos,16
9375,Tobacco Road,John Ford,18
9376,Wise Blood,John Huston,15
9377,Show Boat,George Sidney,15
9378,Amityville II: The Possession,Damiano Damiani,18
9379,Love in the Afternoon,Éric Rohmer,17
9380,Blood for Dracula,Paul Morrissey,17
9381,Blood for Dracula,Antonio Margheriti,17
9382,South Pacific,Joshua Logan,20
9383,The Frozen Ground,Scott Walker,22
9384,Laurence Anyways,Xavier Dolan,17
9385,Hubble,Toni Myers,19
9386,Hey Arnold!: The Movie,Tuck Tucker,18
9387,Prince of Jutland,Gabriel Axel,16
9388,Fidelity,Andrzej Żuławski,15
9389,No,Pablo Larraín,26
9390,The Inhabited Island,Fyodor Bondarchuk,18
9391,Leprechaun 3,Brian Trenchard-Smith,18
9392,L'Argent,Robert Bresson,18
9393,Volga-Volga,Grigori Aleksandrov,28
9394,Balkan Spy,Dušan Kovačević,15
9395,Chennai Express,Rohit Shetty,41
9396,Death Race 3: Inferno,Roel Reiné,18
9397,12 Years a Slave,Steve McQueen,76
9398,Welcome to the Punch,Eran Creevy,17
9399,The Bay,Barry Levinson,18
9400,The Doctor,Randa Haines,16
9401,Class of 1999,Mark L. Lester,16
9402,Once Upon a Crime,Eugene Levy,15
9403,A Woman Is a Woman,Jean-Luc Godard,26
9404,The Hitch-Hiker,Ida Lupino,16
9405,Muriel,Alain Resnais,15
9406,Muriel,Brett Kelly,15
9407,A Stranger Among Us,Sidney Lumet,17
9408,Dead Ringer,Paul Henreid,15
9409,The Chef,Daniel Cohen,16
9410,The Fantastic Four,Oley Sassone,20
9411,Two Soldiers,Leonid Lukov,19
9412,Weekend,Andrew Haigh,21
9413,The Bohemian Life,Aki Kaurismäki,17
9414,The Mattei Affair,Francesco Rosi,20
9415,Molière,Laurent Tirard,15
9416,Climates,Nuri Bilge Ceylan,18
9417,Bandit Queen,Shekhar Kapur Harami,20
9418,Civilization,Thomas H. Ince,17
9419,Civilization,Reginald Barker,17
9420,Civilization,Raymond B. West,17
9421,Civilization,Walter Edwards,17
9422,Civilization,Jay Hunt,17
9423,Behind the Candelabra,Steven Soderbergh,25
9424,Bellamy,Claude Chabrol,15
9425,The Secret Agent,Christopher Hampton,15
9426,Devil's Knot,Atom Egoyan,15
9427,Dhobi Ghat,Kiran Rao,16
9428,Sansho the Bailiff,Kenji Mizoguchi,28
9429,Traffic,Jacques Tati,19
9430,Treasure Island,Victor Fleming,16
9431,Battle of Moscow,Yuri Ozerov,18
9432,Othello,Stuart Burge,18
9433,So Close,Corey Yuen,17
9434,Texas Killing Fields,Ami Canaan Mann,20
9435,The Flowers of St. Francis,Roberto Rossellini,20
9436,Galaxy of Terror,Bruce D. Clark,15
9437,Europa '51,Roberto Rossellini,20
9438,Creepshow 3,James Glenn Dudelson,17
9439,Creepshow 3,Ana Clavell,17
9440,Lunacy,Jan Švankmajer,17
9441,Man of La Mancha,Arthur Hiller,16
9442,Never Back Down 2: The Beatdown,Michael Jai White,16
9443,The Burglars,Henri Verneuil,17
9444,Così fan tutte,Tinto Brass,15
9445,Memories of Underdevelopment,Tomás Gutiérrez Alea,18
9446,The Founding of a Republic,Chen Kaige,18
9447,The Founding of a Republic,Huang Jianxin,18
9448,The Founding of a Republic,Peter Chan,18
9449,The Founding of a Republic,Han Sanping,18
9450,5 Broken Cameras,Emad Burnat,19
9451,5 Broken Cameras,Guy Davidi,19
9452,Big and Little Wong Tin Bar,Lung To,15
9453,1812,Vasily Goncharov,15
9454,Satan's Brew,Rainer Werner Fassbinder,15
9455,Tengo ganas de ti,Fernando González Molina,18
9456,Psych-Out,Richard Rush,15
9457,Percy Jackson & The Olympians - The Sea of Monsters,Thor Freudenthal,37
9458,Raja Harishchandra,Dadasaheb Phalke,30
9459,It's My Party,Randal Kleiser,15
9460,He Knows You're Alone,Armand Mastroianni,16
9461,Disconnect,Henry Alex Rubin,19
9462,Kaminey,Vishal Bhardwaj,16
9463,In Praise of Love,Jean-Luc Godard,16
9464,Kites,Anurag Basu,15
9465,Guzaarish,Sanjay Leela Bhansali,15
9466,Terror by Night,Roy William Neill,19
9467,Mother's Day,Darren Lynn Bouseman,15
9468,Casino Jack,George Hickenlooper,19
9469,I'm So Excited,Pedro Almodóvar,31
9470,Wuthering Heights,Luis Buñuel,15
9471,A Brief Vacation,Vittorio De Sica,15
9472,The Sun,Alexander Sokurov,15
9473,Le Doulos,Jean-Pierre Melville,19
9474,In the Name of the King 2: Two Worlds,Uwe Boll,19
9475,The Trial of Joan of Arc,Robert Bresson,18
9476,Carrington,Christopher Hampton,15
9477,Les Dames du Bois de Boulogne,Robert Bresson,16
9478,The Road to Hong Kong,Melvin Frank,15
9479,The Road to Hong Kong,Norman Panama,15
9480,Mirrors 2,Víctor García,18
9481,47 Ronin,Carl Rinsch,34
9482,7 Khoon Maaf,Vishal Bhardwaj,15
9483,Blood Ties,Guillaume Canet,17
9484,Blue Jasmine,Woody Allen,49
9485,Before Midnight,Richard Linklater,31
9486,Blood on the Sun,Frank Lloyd,21
9487,White Tiger,Karen Shakhnazarov,25
9488,Executive Action,David Miller,15
9489,Ek Tha Tiger,Kabir Khan,28
9490,The North Star,Lewis Milestone,17
9491,Across the Tracks,Sandy Tung,15
9492,Tsar,Pavel Lungin,22
9493,Spring in a Small Town,Fei Mu,15
9494,The Legend of Suram Fortress,Sergei Parajanov,20
9495,The Legend of Suram Fortress,Dodo Abashidze,20
9496,The Turkish Gambit,Dzhanik Fayziev,15
9497,A Long Way Down,Pascal Chaumeil,20
9498,A Most Wanted Man,Anton Corbijn,24
9499,Aashiqui,Mahesh Bhatt,15
9500,Æon Flux,Karyn Kusama,32
9501,The Long Absence,Henri Colpi,19
9502,The Battle of the Somme,Geoffrey H. Malins,17
9503,The Spoilers,Rex Beach,17
9504,The Spoilers,Ray Enright,17
9505,Golden Earrings,Mitchell Leisen,16
9506,The Extraordinary Adventures of Mr. West in the Land of the Bolsheviks,Lev Kuleshov,19
9507,Fashion,Madhur Bhandarkar,22
9508,Don't Look Back,Marina de Van,15
9509,Bucky Larson: Born to Be a Star,Tom Brady,18
9510,A Moment of Innocence,Mohsen Makhmalbaf,15
9511,Kinky Boots,Julian Jarrold,16
9512,Knightriders,George A. Romero,16
9513,Alone in the Dark,Jack Sholder,17
9514,Pork Chop Hill,Lewis Milestone,16
9515,Mood Indigo,Michel Gondry,19
9516,The Body,Oriol Paulo,20
9517,Empire State,Dito Montiel,20
9518,Agent Vinod,Sriram Raghavan,15
9519,Ain't Them Bodies Saints,David Lowery,16
9520,Only God Forgives,Nicolas Winding Refn,28
9521,Bigger Than Life,Nicholas Ray,18
9522,The Overcoat,Grigori Kozintsev,18
9523,The Overcoat,Leonid Trauberg,18
9524,The Day,Douglas Aarniokoski,15
9525,Olympus Has Fallen,Antoine Fuqua,41
9526,Begin Again,John Carney,34
9527,English Vinglish,Gauri Shinde,25
9528,Europa Report,Sebastián Cordero,22
9529,Arbitrage,Nicholas Jarecki,24
9530,"Goodbye, Mr. Chips",Herbert Ross,18
9531,The Adventures of Tom Sawyer,Norman Taurog,17
9532,Raja Hindustani,Dharmesh Darshan,20
9533,A Pure Formality,Giuseppe Tornatore,16
9534,Passion Play,Mitch Glazer,15
9535,Killshot,John Madden,16
9536,Harakiri,Fritz Lang,17
9537,The King and Four Queens,Raoul Walsh,15
9538,Epic,Chris Wedge,44
9539,The Women on the 6th Floor,Philippe Le Guay,19
9540,Sleep Tight,Jaume Balagueró,20
9541,The Lords of Salem,Rob Zombie,18
9542,On a Clear Day You Can See Forever,Vincente Minnelli,19
9543,Bunraku,Guy Moshe,19
9544,Othello,Orson Welles,22
9545,None but the Lonely Heart,Clifford Odets,16
9546,All Is Lost,J. C. Chandor,25
9547,All for the Winner,Corey Yuen,15
9548,All for the Winner,Jeffrey Lau,15
9549,Case Closed: Captured in Her Eyes,Kenji Kodama,21
9550,R.I.P.D.,Robert Schwentke,26
9551,The Canyons,Paul Schrader,19
9552,Out of the Furnace,Scott Cooper,25
9553,The Counselor,Ridley Scott,34
9554,The Family,Luc Besson,34
9555,Frank,Lenny Abrahamson,18
9556,Pola X,Leos Carax,15
9557,The Dirty Picture,Milan Luthria,21
9558,A Haunted House,Michael Tiddes,17
9559,The Cremator,Juraj Herz,17
9560,Diary of a Chambermaid,Benoît Jacquot,15
9561,Passion,Brian De Palma,19
9562,"Molchi, grust... molchi",Pyotr Chardynin,17
9563,Promised Land,Gus Van Sant,19
9564,Tol'able David,Henry King,19
9565,Tol'able David,John G. Blystone,19
9566,TPB AFK,Simon Klose,22
9567,The First Time,Jon Kasdan,19
9568,The Call,Brad Anderson,33
9569,Me and You,Bernardo Bertolucci,17
9570,Enemy,Denis Villeneuve,33
9571,Non-Stop,Jaume Collet-Serra,35
9572,Band of Angels,Raoul Walsh,17
9573,Zindagi Na Milegi Dobara,Zoya Akhtar,26
9574,Abouna,Mahamat Saleh Haroun,16
9575,Katka's Reinette Apples,Fridrikh Ermler,15
9576,Killing Season,Mark Steven Johnson,22
9577,The Bling Ring,Sofia Coppola,34
9578,Walesa. Man of Hope,Andrzej Wajda,20
9579,Lovelace,Jeffrey Friedman,23
9580,Lovelace,Rob Epstein,23
9581,Filth,Jon S. Baird,17
9582,Fiza,Khalid Mohamed,17
9583,Knight of Cups,Terrence Malick,26
9584,Composer Glinka,Grigori Aleksandrov,17
9585,Cleopatra,Osamu Tezuka,15
9586,Cleopatra,Eiichi Yamamoto,15
9587,The Eagle,Clarence Brown,17
9588,Stage Door Canteen,Frank Borzage,16
9589,State Fair,Walter Lang,17
9590,Le Corps de mon ennemi,Henri Verneuil,16
9591,The Blood of a Poet,Jean Cocteau,19
9592,Action Man,Jean Delannoy,15
9593,Hannibal Rising,Peter Webber,36
9594,Bird of Paradise,King Vidor,15
9595,Grudge Match,Peter Segal,31
9596,The Legend Is Born – Ip Man,Herman Yau,15
9597,Happy New Year,Farah Khan,27
9598,Reykjavík-Rotterdam,Óskar Jónasson,15
9599,Glumov's Diary,Sergei Eisenstein,19
9600,The New Babylon,Grigori Kozintsev,15
9601,The New Babylon,Leonid Trauberg,15
9602,The Dawn Patrol,Edmund Goulding,15
9603,The Space Voyage,Vasily Zhuravlyov,16
9604,Kazaam,Paul Michael Glaser,16
9605,Homefront,Gary Fleder,21
9606,Wings,Larisa Shepitko,15
9607,Curious George 2: Follow That Monkey!,Norton Virgien,16
9608,The Devil's Wheel,Grigori Kozintsev,16
9609,The Devil's Wheel,Leonid Trauberg,16
9610,The Village Teacher,Mark Donskoy,15
9611,The Keys of the Kingdom,John M. Stahl,24
9612,La Bandera,Julien Duvivier,16
9613,Notre musique,Jean-Luc Godard,17
9614,The Poet and the Tsar,Vladimir Gardin,16
9615,The Poet and the Tsar,Yevgeni Chervyakov,16
9616,The First Teacher,Andrei Konchalovsky,20
9617,Loose Cannons,Ferzan Özpetek,20
9618,Beauty and the Beast,Christophe Gans,21
9619,In Your Eyes,Brin Hill,15
9620,Samsara,Ron Fricke,18
9621,Jo Jeeta Wohi Sikandar,Mansoor Khan,16
9622,Two Mothers,Anne Fontaine,18
9623,Möbius,Éric Rochant,15
9624,The Thirteen,Mikhail Romm,16
9625,The Last Days on Mars,Ruairí Robinson,15
9626,Man of Tai Chi,Keanu Reeves,24
9627,Courageous,Alex Kendrick,19
9628,A Star Is Born,Bradley Cooper,49
9629,Only Lovers Left Alive,Jim Jarmusch,32
9630,Open Windows,Nacho Vigalondo,15
9631,A Free Ride,A. Wise Guy,15
9632,Jinnah,Jamil Dehlavi,16
9633,Eega,S. S. Rajamouli,22
9634,The Twins Effect II,Corey Yuen,18
9635,Murder on the Orient Express,Sidney Lumet,41
9636,Stormy Waters,Jean Grémillon,15
9637,Lone Survivor,Peter Berg,32
9638,Los últimos días,David Pastor,16
9639,Los últimos días,Àlex Pastor,16
9640,The Love Punch,Joel Hopkins,17
9641,Parkland,Peter Landesman,23
9642,Maximum Conviction,Keoni Waxman,16
9643,Mud,Jeff Nichols,30
9644,Lenin in October,Mikhail Romm,22
9645,Lenin in October,Dmitri Vasilyev,22
9646,My Worst Nightmare,Anne Fontaine,16
9647,Philomena,Stephen Frears,39
9648,Parental Guidance,Andy Fickman,19
9649,Renoir,Gilles Bourdos,19
9650,Monella,Tinto Brass,15
9651,Hero,Subhash Ghai,23
9652,Now Is Good,Ol Parker,19
9653,Blade,Stephen Norrington,47
9654,Jeepers Creepers 3,Victor Salva,18
9655,Up the River,John Ford,15
9656,Pompeii,Paul W. S. Anderson,33
9657,Populaire,Régis Roinsard,15
9658,Student of the Year,Karan Johar,25
9659,Prisoners,Denis Villeneuve,39
9660,Nasreddin in Bukhara,Yakov Protazanov,19
9661,Nebraska,Alexander Payne,36
9662,The Immigrant,James Gray,23
9663,Dev.D,Anurag Kashyap,15
9664,Aitraaz,Abbas Alibhai Burmawalla,16
9665,Aitraaz,Mastan Alibhai Burmawalla,16
9666,Cirkus Columbia,Danis Tanović,16
9667,Jurassic World,Colin Trevorrow,61
9668,The Grand Budapest Hotel,Wes Anderson,56
9669,Russian Transporter,Oleg Pogodin,16
9670,Nymphomaniac,Lars von Trier,42
9671,Oculus,Mike Flanagan,30
9672,Zanjeer,Prakash Mehra,15
9673,The Secret Life of Walter Mitty,Ben Stiller,40
9674,The Spectacular Now,James Ponsoldt,29
9675,Third Person,Paul Haggis,15
9676,The Butler,Lee Daniels,33
9677,The Colony,Jeff Renfroe,18
9678,Dallas Buyers Club,Jean-Marc Vallée,54
9679,Satan Triumphant,Yakov Protazanov,16
9680,3 Days to Kill,McG,31
9681,Avatar: The Way of Water,James Cameron,66
9682,Tom at the Farm,Xavier Dolan,18
9683,Black Emanuelle,Bitto Albertini,17
9684,"The Way, Way Back",Jim Rash,28
9685,"The Way, Way Back",Nat Faxon,28
9686,The Voroshilov Shooter,Stanislav Govorukhin,16
9687,Cocktail,Homi Adajania,15
9688,We're the Millers,Rawson Marshall Thurber,44
9689,Pokiri,Puri Jagannadh,15
9690,Our Children,Joachim Lafosse,15
9691,White Bird in a Blizzard,Gregg Araki,19
9692,Winter's Tale,Akiva Goldsman,28
9693,You're Next,Adam Wingard,22
9694,Departure of a Grand Old Man,Yakov Protazanov,16
9695,The Fifth Estate,Bill Condon,36
9696,Zulu,Jérôme Salle,19
9697,The Little Golden Calf,Mikhail Schweitzer,16
9698,A Yank in the R.A.F.,Henry King,15
9699,Happiness Never Comes Alone,James Huth,15
9700,The Battle of the Sexes,D. W. Griffith,17
9701,With a Song in My Heart,Walter Lang,19
9702,Emperor,Peter Webber,19
9703,Agneepath,Karan Malhotra,21
9704,Mad Love,Vicente Aranda,17
9705,The Field,Jim Sheridan,18
9706,The Angels of Borsellino,Rocco Cesareo,19
9707,Song About the Merchant Kalashnikov,Vasily Goncharov,19
9708,2 Guns,Baltasar Kormákur,34
9709,42,Brian Helgeland,30
9710,One Hundred Days After Childhood,Sergei Solovyov,16
9711,The Corbett-Fitzsimmons Fight,Enoch J. Rector,15
9712,A Lizard in a Woman's Skin,Lucio Fulci,15
9713,The Herd,Yılmaz Güney,17
9714,The Herd,Zeki Ökten,17
9715,Fruitvale Station,Ryan Coogler,18
9716,Anatahan,Josef von Sternberg,15
9717,A Life for a Life,Yevgeni Bauer,19
9718,Parker,Taylor Hackford,35
9719,Snitch,Ric Roman Waugh,26
9720,Identity Thief,Seth Gordon,31
9721,Miracle in Cell No. 7,Lee Hwan-kyung,24
9722,A Kiss From Mary Pickford,Sergei Komarov,15
9723,Vassa,Gleb Panfilov,16
9724,The To Do List,Maggie Carey,15
9725,Mafioso,Alberto Lattuada,15
9726,The Ledge,Matthew Chapman,15
9727,Labor Day,Jason Reitman,24
9728,Rec 4: Apocalypse,Jaume Balagueró,20
9729,Shenandoah,Andrew V. McLaglen,20
9730,Crash — Cop's Daughter,Mikhail Tumanishvili,15
9731,August: Osage County,John Wells,38
9732,Girl Shy,Sam Taylor,16
9733,Girl Shy,Fred C. Newmeyer,16
9734,The Lady and the Hooligan,Vladimir Mayakovsky,17
9735,The Lady and the Hooligan,Yevgeny Slavinsky,17
9736,The Fountain of Bakhchisaray,Yakov Protazanov,17
9737,The Flight,Aleksandr Alov,18
9738,The Flight,Vladimir Naumov,18
9739,The Tailor from Torzhok,Yakov Protazanov,19
9740,Liberal Arts,Josh Radnor,15
9741,White Nights,Ivan Pyryev,15
9742,The White Fang,Aleksandr Zguridi,15
9743,Love and Pigeons,Vladimir Menshov,17
9744,The Hunger Games: Mockingjay – Part 1,Francis Lawrence,49
9745,Hot Snow,Gabriel Egiazarov,15
9746,Bless the Beasts and Children,Stanley Kramer,16
9747,The Big Man,Alexander Drankov,17
9748,The Big Man,Q7582323,17
9749,Boyarin Orsha,Pyotr Chardynin,19
9750,Valzer,Salvatore Maira,32
9751,Diary of a Nymphomaniac,Christian Molina,18
9752,Venuto al mondo,Sergio Castellitto,16
9753,Tractor Drivers,Ivan Pyryev,18
9754,The Captivating Star of Happiness,Vladimir Motyl,16
9755,Boyhood,Richard Linklater,50
9756,True Friends,Mikhail Kalatozov,16
9757,Metro,Anton Megerdichev,16
9758,Miss Mend,Boris Barnet,16
9759,Miss Mend,Fedor Ozep,16
9760,Mister Iks,Yuly Khmelnitsky,15
9761,Mr. India,Shekhar Kapur Harami,16
9762,A Girl with Guitar,Aleksandr Faintsimmer,17
9763,The Decembrists,Aleksandr Ivanovsky,15
9764,Strictly Business,Leonid Gaidai,18
9765,Officers,Vladimir Rogovoy,16
9766,Hard to Be a God,Aleksei Yuryevich German,23
9767,The Internship,Shawn Levy,37
9768,Springtime,Grigori Aleksandrov,15
9769,Viy,Oleg Stepchenko,18
9770,Joe,David Gordon Green,18
9771,His Wife's Diary,Alexei Uchitel,15
9772,A Weary Road,Leonid Gaidai,15
9773,A Weary Road,Valentin Nevzorov,15
9774,Tactical Force,Adamo Paolo Cultraro,17
9775,The Magic of Belle Isle,Rob Reiner,19
9776,Musical Story,Aleksandr Ivanovsky,16
9777,Dead Souls,Pyotr Chardynin,19
9778,The House on Trubnaya,Boris Barnet,16
9779,The Little House in Kolomna,Pyotr Chardynin,17
9780,Legends of Oz: Dorothy's Return,Daniel St. Pierre,20
9781,Drama in Moscow,Vasily Goncharov,19
9782,Drama in the Futurists' Cabaret No. 13,Vladimir Kasyanov,16
9783,When the Last Sword Is Drawn,Yōjirō Takita,15
9784,Stuck in Love,Josh Boone,19
9785,Monuments Men,George Clooney,40
9786,Betsy's Wedding,Alan Alda,15
9787,The Marriage of Krechinsky,Alexander Drankov,16
9788,It Can't Be!,Leonid Gaidai,15
9789,When the Trees Were Tall,Lev Kulidzhanov,15
9790,Platoon Leader,Aaron Norris,16
9791,Uncle's Apartment,Pyotr Chardynin,17
9792,Jewish Luck,Alexis Granowsky,17
9793,The Lark,Nikita Kurikhin,16
9794,The Lark,Leonid Menaker,16
9795,Wish upon a Pike,Alexander Rou,15
9796,Under the Skin,Jonathan Glazer,29
9797,Polikushka,Aleksandr Sanin,17
9798,"The Crown of the Russian Empire, or Once Again the Elusive Avengers",Edmond Keosayan,15
9799,Serena,Susanne Bier,28
9800,The Railway Man,Jonathan Teplitzky,23
9801,A Groom from the Other World,Leonid Gaidai,15
9802,The Picture of Dorian Grey,Vsevolod Meyerhold,15
9803,After Death,Yevgeni Bauer,16
9804,Locksmith and Chancellor,Vladimir Gardin,15
9805,Two Comrades Were Serving,Yevgeni Karelov,15
9806,The Death of Ivan the Terrible,Vasily Goncharov,19
9807,Chrysanthemums,Pyotr Chardynin,15
9808,The Night Before Christmas,Ladislas Starevich,18
9809,Fragment of an Empire,Fridrikh Ermler,17
9810,Red Devils,Ivan Perestiani,16
9811,St. Jorgen's Day,Yakov Protazanov,19
9812,Man from the Restaurant,Yakov Protazanov,16
9813,The Man with the Gun,Sergei Yutkevich,15
9814,Journey to the West: Conquering the Demons,Stephen Chow,15
9815,Journey to the West: Conquering the Demons,Derek Kwok,15
9816,The Amazing Spider-Man 2,Marc Webb,62
9817,The South,Víctor Erice,15
9818,Tale of the Woods,Yuri Tarich,15
9819,Sunstroke,Nikita Mikhalkov,18
9820,The Forty-First,Yakov Protazanov,18
9821,Stalingrad,Yuri Ozerov,17
9822,The Battle of Stalingrad,Vladimir Petrov,15
9823,Old Khottabych,Gennady Kazansky,16
9824,Suvorov,Vsevolod Pudovkin,15
9825,Suvorov,Mikhail Doller,15
9826,The Overcoat,Aleksey Batalov,15
9827,The Three Million Trial,Yakov Protazanov,17
9828,Peter the Great,Vasily Goncharov,16
9829,Peter the Great,Kai Hansen,16
9830,Agneepath,Mukul S. Anand,16
9831,The Shield and the Sword,Vladimir Basov,19
9832,The Expatriate,Philipp Stölzl,19
9833,Devil's Pass,Renny Harlin,16
9834,The Water Nymph,Vasily Goncharov,18
9835,A 16th Century Russian Wedding,Vasily Goncharov,15
9836,The Russian Question,Mikhail Romm,15
9837,One Direction: This Is Us,Morgan Spurlock,19
9838,Aashiqui 2,Mohit Suri,27
9839,About Time,Richard Curtis,38
9840,Third Star,Hattie Dalton,16
9841,2:22,Paul Currie,16
9842,2 States,Abhishek Varman,16
9843,Child's Pose,Călin Peter Netzer,29
9844,The Dying Swan,Yevgeni Bauer,18
9845,Goodbye to Language,Jean-Luc Godard,15
9846,A Hijacking,Tobias Lindholm,15
9847,An Episode in the Life of an Iron Picker,Danis Tanović,24
9848,Blackfish,Gabriela Cowperthwaite,20
9849,Calvary,John Michael McDonagh,23
9850,Anchorman 2: The Legend Continues,Adam McKay,32
9851,Anna Bond,Duniya Soori,17
9852,The Rover,David Michôd,17
9853,Bhaag Milkha Bhaag,Rakeysh Omprakash Mehra,20
9854,Bridegroom,Linda Bloodworth-Thomason,15
9855,Tokyo Joe,Stuart Heisler,16
9856,I Give It a Year,Dan Mazer,19
9857,X-Men: Days of Future Past,Bryan Singer,57
9858,Night Train to Lisbon,Bille August,25
9859,Children of Sarajevo,Aida Begić,16
9860,Gloria,Sebastián Lelio,19
9861,Travels with My Aunt,George Cukor,22
9862,Like Water for Chocolate,Alfonso Arau,23
9863,The Caine Mutiny,Edward Dmytryk,33
9864,Funeral Parade of Roses,Toshio Matsumoto,15
9865,Fast & Furious 6,Justin Lin,54
9866,Forks over Knives,Lee Fulkerson,15
9867,Wadjda,Haifaa al-Mansour,34
9868,The Conjuring,James Wan,54
9869,Foxcatcher,Bennett Miller,37
9870,Frances Ha,Noah Baumbach,22
9871,Fading Gigolo,John Turturro,17
9872,Wait Until Dark,Terence Young,36
9873,The Physician,Philipp Stölzl,24
9874,Muhammad: The Messenger of God,Majid Majidi,25
9875,The Goat Horn,Metodi Andonov,15
9876,Atomised,Oskar Roehler,17
9877,Grown Ups 2,Dennis Dugan,35
9878,Guardians of the Galaxy,James Gunn,70
9879,Ant-Man,Peyton Reed,65
9880,Sex of Angels,Xavier Villaverde,16
9881,The Past,Asghar Farhadi,28
9882,Transformers: Age of Extinction,Michael Bay,51
9883,The Great Beauty,Paolo Sorrentino,41
9884,Jessabelle,Kevin Greutert,18
9885,Kick,Sajid Nadiadwala,15
9886,New World,Park Hoon-jung,16
9887,Jonah: A VeggieTales Movie,Mike Nawrocki,21
9888,Jonah: A VeggieTales Movie,Phil Vischer,21
9889,Luch Smerti,Lev Kuleshov,19
9890,Krrish 3,Rakesh Roshan,25
9891,The Bag Man,David Grovic,15
9892,PK,Rajkumar Hirani,44
9893,Out in the Dark,Michael Mayer,18
9894,Papirosnitsa ot Mosselproma,Yuri Zhelyabuzhsky,15
9895,Paris Is Burning,Jennie Livingston,20
9896,Shootout at Wadala,Sanjay Gupta,15
9897,"Runner, Runner",Brad Furman,22
9898,Idiot,Ivan Pyryev,17
9899,"Secretly, Greatly",Jang Cheol-soo,15
9900,September Eleven 1683,Renzo Martinelli,16
9901,So Won,Lee Joon-ik,15
9902,So Won,Boris Lojkine,15
9903,The English Teacher,Craig Zisk,15
